movie_title,year,tagline,plot,cast,duration,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,total_votes,us_voters_votes,votes,votes_1,votes_2,votes_3,votes_4,votes_5,votes_6,votes_7,votes_8,votes_9,votes_10,popularity,director_score,actor_score,actress_score,tagline_sentiment,plot_sentiment,imdb_score,profitable,budget,revenue,budget_adj,revenue_adj
Natural Born Killers,1994,The Media Made Them Superstars.,Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.,"Woody Harrelson, Juliette Lewis, Tom Sizemore, Rodney Dangerfield, Everett Quinton, Jared Harris, Pruitt Taylor Vince, Edie McClurg, Russell Means, Lanny Flaherty, O-Lan Jones, Robert Downey Jr., Richard Lineback, Kirk Baltz, Ed White",118,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212615.0,40705.0,212615.0,5674.0,2931.0,3858.0,6029.0,11139.0,24181.0,51126.0,53156.0,28372.0,26149.0,1.309466,6.812499999999999,6.545797101449275,6.9,0.0,-0.3818,7.3,1,34000000,50282766,50017793,73971558
Nebraska,2013,Life's not about winning or losing. It's about how you get there in the end.,"An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize.","Bruce Dern, Will Forte, June Squibb, Bob Odenkirk, Stacy Keach, Mary Louise Wilson, Rance Howard, Tim Driscoll, Devin Ratray, Angela McEwan, Glendora Stitt, Elizabeth Moore, Kevin Kunkel, Dennis McCoig, Ronald Vosta",115,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110670.0,19851.0,110670.0,721.0,420.0,595.0,1151.0,3001.0,8759.0,26511.0,40475.0,19657.0,9380.0,0.724877,7.325,6.222380952380953,6.6499999999999995,-0.6571,0.5106,7.7,1,12000000,17654912,11232400,16525586
Neighbors,2014,Family vs. Frat,"After they are forced to live next to a fraternity house, a couple with a newborn baby do whatever they can to take them down.","Seth Rogen, Rose Byrne, Elise Vargas, Zoey Vargas, Brian Huskey, Ike Barinholtz, Carla Gallo, Zac Efron, Dave Franco, Halston Sage, Christopher Mintz-Plasse, Jerrod Carmichael, Craig Roberts, Ali Cobrin, Kira Sternbach",97,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280904.0,39253.0,280904.0,6046.0,4208.0,7060.0,13951.0,33887.0,73171.0,79405.0,37404.0,12141.0,13631.0,2.376309,6.525,6.282051282051281,6.261111111111109,0.0,-0.4588,6.299999999999999,1,18000000,268157400,18482130,159371076
Network,1976,Not since the dawn of time has America experienced a man like Howard Beale!,A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit.,"Faye Dunaway, William Holden, Peter Finch, Robert Duvall, Wesley Addy, Ned Beatty, Arthur Burghardt, Bill Burrows, John Carpenter, Jordan Charney, Kathy Cronkite, Ed Crowley, Jerome Dempsey, Conchata Ferrell, Gene Gross",121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141905.0,35950.0,141905.0,2041.0,575.0,833.0,1528.0,3558.0,9028.0,24645.0,41577.0,30705.0,27415.0,0.476406,6.935714285714285,7.331196581196582,6.8812500000000005,0.4199,-0.2023,8.1,1,3800000,23689877,14560452,90772455
Never Back Down,2008,Win or lose... Everyone has their fight.,A frustrated and conflicted teenager arrives at a new high school to discover an underground fight club and meet a classmate who begins to coerce him into fighting.,"Sean Faris, Amber Heard, Cam Gigandet, Evan Peters, Leslie Hope, Djimon Hounsou, Wyatt Smith, Affion Crockett, Neil Brown Jr., Lauren Leech, Tilky Jones, Steven Crowley, Tom Nowicki, Chele André, Chris Lindsay",113,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,94632.0,13787.0,94632.0,2401.0,1367.0,2039.0,3803.0,8265.0,17590.0,24218.0,15264.0,6689.0,12996.0,1.300453,5.9,5.5892592592592605,5.7,0.296,-0.8176,6.6,1,20000000,41627431,20255732,42159705
Never Been Kissed,1999,A Comedy With Class.,A newspaper reporter enrolls in high school as part of research for a story.,"Drew Barrymore, David Arquette, Michael Vartan, Molly Shannon, John C. Reilly, Garry Marshall, Sean Whalen, Cress Williams, Octavia Spencer, Sarah DeVincentis, Allen Covert, Armand Reiser, David Doty, Derek Morgan, Kathleen Marshall",107,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,81742.0,21758.0,81742.0,1619.0,1665.0,2887.0,6017.0,12843.0,20345.0,16500.0,9475.0,4084.0,6307.0,0.614007,5.366666666666667,5.891346153846154,5.847807017543859,0.3612,0.0,6.1,1,25000000,84565230,32726321,110700355
Never Die Alone,2004,No king rules forever.,A drug kingpin's return home touches off a turf war.,"DMX, Michael Ealy, Drew Sidora, Antwon Tanner, Robby Robinson, Luenell, David Arquette, Clifton Powell, Wealthy Linn Gener, Jeff Sanders, Tommy 'Tiny' Lister, Shakira Vanise Gamble, Big Daddy Wayne, Damion Poitier, Eric Payne",88,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5407.0,1437.0,5407.0,270.0,163.0,282.0,519.0,877.0,1156.0,889.0,511.0,205.0,535.0,0.109123,5.75,5.873397435897435,5.7,-0.296,-0.5994,5.7,1,3000000,5923000,3463336,6837780
Next,2007,"If you can see the future, you can save it.",A Las Vegas magician who can see into the future is pursued by FBI agents seeking to use his abilities to prevent a nuclear terrorist attack.,"Nicolas Cage, Julianne Moore, Jessica Biel, Thomas Kretschmann, Tory Kittles, José Zúñiga, Jim Beaver, Jason Butler Harner, Michael Trucco, Enzo Cilenti, Laetitia Danielle, Nicolas Pajon, Sergej Trifunovic, Charles Rahi Chun, Patricia Prata",96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,146484.0,21489.0,146484.0,2669.0,2576.0,4454.0,9160.0,19464.0,38209.0,38303.0,18057.0,6280.0,7312.0,1.068126,5.949999999999999,6.050833333333334,6.122727272727273,0.4939,-0.7717,6.2,0,70000000,18211013,73616800,19151950
Next Friday,2000,The suburbs make the hood look good.,Uncle Elroy and Day Day owe money on taxes so Craig finds a way to steal from the next door neighbors to pay off the taxes so Uncle Elroy's house doesn't get put up for auction.,"Ice Cube, Mike Epps, Justin Pierce, John Witherspoon, Don 'D.C.' Curry, Jacob Vargas, Lobo Sebastian, Rolando Molina, Lisa Rodríguez, Tommy 'Tiny' Lister, Kym Whitley, Amy Hill, Tamala Jones, The Lady of Rage, Carmen Serano",98,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36064.0,10906.0,36064.0,778.0,702.0,1163.0,2470.0,5378.0,9304.0,7513.0,3780.0,1669.0,3307.0,0.49295,5.199999999999999,5.932708333333332,5.932708333333332,0.4404,-0.5574,6.2,1,11000000,59827328,13929213,75758873
Next of Kin,1989,A Chicago cop from the hills of Kentucky. Hunting his brother's killer. Seeking justice country style.,"Truman, a Chicago cop, sets out to find the killer of his brother. Meanwhile, another of his brothers, Briar (a hillbilly) decides to find the killer himself.","Patrick Swayze, Liam Neeson, Adam Baldwin, Helen Hunt, Andreas Katsulas, Bill Paxton, Ben Stiller, Michael J. Pollard, Ted Levine, Del Close, Valentino Cimo, Paul Greco, Vincent Guastaferro, Paul Herman, Don Herion",108,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9269.0,3386.0,9269.0,177.0,195.0,417.0,850.0,2027.0,2471.0,1635.0,739.0,254.0,504.0,0.2578,6.300000000000001,6.4339869281045745,6.486666666666667,-0.2263,-0.8625,5.9,1,12000000,15942628,21107819,28042842
Nick and Norah's Infinite Playlist,2008,Every night has a soundtrack.,"High school student Nick O'Leary, member of the Queercore band The Jerk Offs, meets college-bound Norah Silverberg when she asks him to be her boyfriend for five minutes.","Michael Cera, Kat Dennings, Aaron Yoo, Rafi Gavron, Ari Graynor, Alexis Dziena, Jonathan B. Wright, Zachary Booth, Jay Baruchel, Justin Rice, Christian Rudder, Giorgio Angelini, Darbie Nowatka, Cully Symington, Jeremy Haines",90,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87587.0,23203.0,87587.0,1408.0,983.0,1601.0,3356.0,7879.0,18439.0,26104.0,15130.0,6240.0,6447.0,0.951793,6.6,5.91984126984127,6.050000000000001,0.0,-0.34,6.6,1,9000000,32973937,9115079,33395562
